"cn","Aou","BCR","mean.PopEst","med.PopEst","Coeff.var","LCI80.PopEst","UCI80.PopEst","LCI95.PopEst","UCI95.PopEst","rounded.mean.PopEst","rounded.med.PopEst","rounded.LCI80.PopEst","rounded.UCI80.PopEst","rounded.LCI95.PopEst","rounded.UCI95.PopEst"
"Cliff Swallow",6120,"9",8343094.94,7953218,0.322713683533274,5387446.9,11529017.6,4759097.75,14180733.125,8340000,7950000,5390000,11500000,4760000,14200000
"Cliff Swallow",6120,"15",384983.37,350662,0.429615779097939,169385.8,625621.2,142481.825,724237.9,385000,351000,169000,626000,142000,724000
"Cliff Swallow",6120,"32",3810909.02,3610286.5,0.361584367490574,2272940.1,5484074,1962597.4,6747981.125,3810000,3610000,2270000,5480000,1960000,6750000
"Cliff Swallow",6120,"33",1292696.68,1213047.5,0.365376721981443,769954.5,1924228.3,582197.925,2371148.175,1290000,1210000,770000,1920000,582000,2370000
"Cliff Swallow",6120,"16",2005973.43,1975026,0.230284330198614,1401056.1,2605767.2,1223794.725,2913588.925,2010000,1980000,1400000,2610000,1220000,2910000
"Cliff Swallow",6120,"18",5090106.98,5097881.5,0.254490805003734,3609783.8,6834220.2,2664545.85,7555980.725,5090000,5100000,3610000,6830000,2660000,7560000
"Cliff Swallow",6120,"24",1376423.59,1352116,0.184839687272065,1078759.5,1738853.5,921434.8,1860472.175,1380000,1350000,1080000,1740000,921000,1860000
"Cliff Swallow",6120,"27",1481298.95,1461340.5,0.343699510263751,834370.9,2221461.8,663921.475,2463153.025,1480000,1460000,834000,2220000,664000,2460000
"Cliff Swallow",6120,"28",734915.82,731458,0.298658833485495,469772.3,1043939.9,365968.875,1193975.45,735000,731000,470000,1040000,366000,1190000
"Cliff Swallow",6120,"29",376498.13,341117,0.347418129493704,245803.1,527159.6,191079.25,679381.95,376000,341000,246000,527000,191000,679000
"Cliff Swallow",6120,"30",9745.41,7226,1.11381882442622,302,24965.4,0,35249.5,9750,7230,302,25000,0,35200
"Cliff Swallow",6120,"2",221948.96,177200,0.881303371195735,4259.7,505652.9,0,613974.925,222000,177000,4260,506000,0,614000
"Cliff Swallow",6120,"22",3601018.48,3533105.5,0.154089238452373,2849616,4324509.6,2599168.65,4774206.8,3600000,3530000,2850000,4320000,2600000,4770000
"Cliff Swallow",6120,"23",1169397.54,1114280,0.254094966924675,842702.2,1567267.2,666625.9,1762207.85,1170000,1110000,843000,1570000,667000,1760000
"Cliff Swallow",6120,"11",11393967.46,11328667,0.181277551700495,8646803.3,13843158.4,7842333.025,15408924.825,11400000,11300000,8650000,13800000,7840000,15400000
"Cliff Swallow",6120,"19",8045284.12,8030622,0.182087802248472,6201470.9,9964736.5,5505515.125,10780504.6,8050000,8030000,6200000,9960000,5510000,10800000
"Cliff Swallow",6120,"25",2151171.17,1986823.5,0.358241433468823,1320764,3356147.1,904159.325,3873776.275,2150000,1990000,1320000,3360000,904000,3870000
"Cliff Swallow",6120,"26",848967.51,777216.5,0.315688244495201,563362.4,1239428.7,459676.725,1395949,849000,777000,563000,1240000,460000,1400000
"Cliff Swallow",6120,"37",664012.53,630299,0.434894987139517,341153.9,1005613.7,200129.225,1343016.675,664000,630000,341000,1010000,2e+05,1340000
"Cliff Swallow",6120,"14",150963.59,148507.5,0.225413119864284,111669,197833.7,91317.925,216567.975,151000,149000,112000,198000,91300,217000
"Cliff Swallow",6120,"12",251937.83,248642.5,0.220107123751067,187297.7,320114.6,148861.7,370298.825,252000,249000,187000,320000,149000,370000
"Cliff Swallow",6120,"17",5354370.82,5192937,0.219518579089771,3829188.2,7095608,3634569.075,7499837.625,5350000,5190000,3830000,7100000,3630000,7500000
"Cliff Swallow",6120,"34",75379.82,74815,0.53841445083591,26993.9,134501.7,12989.45,172753.9,75400,74800,27000,135000,13000,173000
"Cliff Swallow",6120,"35",534976.81,512841.5,0.365727551117269,299107.2,781233,251574.425,919378.175,535000,513000,299000,781000,252000,919000
"Cliff Swallow",6120,"13",143160.51,136249,0.27303583468877,100507.7,195909.7,79170.175,233820.65,143000,136000,101000,196000,79200,234000
"Cliff Swallow",6120,"21",5423621.09,4864487.5,0.357818245320133,3054066.4,8071193.4,2699825.325,9765866.125,5420000,4860000,3050000,8070000,2700000,9770000
"Cliff Swallow",6120,"8",56697.52,54431,0.472585918881292,26930.5,99909.4,15220.525,117491.4,56700,54400,26900,99900,15200,117000
"Cliff Swallow",6120,"20",377319.85,344385.5,0.482693370729913,190611,629476.3,129564.025,867539.875,377000,344000,191000,629000,130000,868000
"Cliff Swallow",6120,"36",403859.43,354190,0.526316042418845,182097,693343.9,107719.1,855081.625,404000,354000,182000,693000,108000,855000
"Barn Swallow",6130,"10",850175.27,845781,0.20253352243014,656402.5,1080680.1,527743.775,1243618.625,850000,846000,656000,1080000,528000,1240000
"Barn Swallow",6130,"5",1355199.93,1335991.5,0.233306871180919,958967.9,1791457.4,838023.525,1900582.675,1360000,1340000,959000,1790000,838000,1900000
"Barn Swallow",6130,"6",1528739.66,1526337.5,0.156182736319921,1244196.5,1833215.4,1096574.875,1993570.15,1530000,1530000,1240000,1830000,1100000,1990000
"Barn Swallow",6130,"9",1767828.28,1723941,0.159265880272911,1449514.4,2073156.6,1359352.35,2495992.325,1770000,1720000,1450000,2070000,1360000,2500000
"Barn Swallow",6130,"15",24096.69,20573,0.648963789205052,8503.9,45294.3,5475.4,61953.175,24100,20600,8500,45300,5480,62000
"Barn Swallow",6130,"32",384500.38,376267.5,0.318547883132948,243771.9,533776.2,181427.675,640776.45,385000,376000,244000,534000,181000,641000
"Barn Swallow",6130,"33",94973.92,93125,0.441991547080886,44751.2,147597.2,30950.075,175234.475,95000,93100,44800,148000,31000,175000
"Barn Swallow",6130,"16",580889.62,565507,0.184566105477874,455910.6,723169.4,403330.45,788982.5,581000,566000,456000,723000,403000,789000
"Barn Swallow",6130,"18",1862420.27,1826645,0.157930945338141,1523127.5,2249416.3,1348394.45,2386168.725,1860000,1830000,1520000,2250000,1350000,2390000
"Barn Swallow",6130,"30",356201.13,352314,0.140582750918168,293117.7,416428.8,271974.025,436412.725,356000,352000,293000,416000,272000,436000
"Barn Swallow",6130,"24",2362598.7,2331739,0.137044222601075,1991179,2829991.8,1840626.025,3074722.925,2360000,2330000,1990000,2830000,1840000,3070000
"Barn Swallow",6130,"27",2555562.56,2580567.5,0.123884064364441,2144173,2998008.8,1945870.45,3104112.7,2560000,2580000,2140000,3e+06,1950000,3100000
"Barn Swallow",6130,"28",3108476.87,3081091,0.117754853297162,2673892.3,3599430,2480923.075,3719657.25,3110000,3080000,2670000,3600000,2480000,3720000
"Barn Swallow",6130,"29",1030988.82,1018852.5,0.13536526323501,855776.9,1215327.1,785619.775,1297959.2,1030000,1020000,856000,1220000,786000,1300000
"Barn Swallow",6130,"31",33265.75,27468,0.828414302700022,7683.7,74902.3,5966.575,103450.45,33300,27500,7680,74900,5970,103000
"Barn Swallow",6130,"22",5226576.65,5220983,0.114858832659152,4461532.2,6037127.5,4244370.475,6402014.5,5230000,5220000,4460000,6040000,4240000,6400000
"Barn Swallow",6130,"23",2115828.1,2058187,0.177161829668626,1666858,2601737.3,1431348.325,2716259.75,2120000,2060000,1670000,2600000,1430000,2720000
"Barn Swallow",6130,"11",5758114.88,5702883,0.108661183572125,5043974.1,6561377.1,4747179.075,7100381.9,5760000,5700000,5040000,6560000,4750000,7100000
"Barn Swallow",6130,"19",3020680.78,3037841.5,0.170493196896499,2448779.4,3689398.1,2086329.625,4097047.775,3020000,3040000,2450000,3690000,2090000,4100000
"Barn Swallow",6130,"25",825661.07,797317,0.202532225211678,629569.6,1047753.8,560846.125,1209186.65,826000,797000,630000,1050000,561000,1210000
"Barn Swallow",6130,"26",1001935.97,976031.5,0.180215670065074,795168.5,1248345.1,716240.75,1396816.375,1e+06,976000,795000,1250000,716000,1400000
"Barn Swallow",6130,"37",495249.71,496022.5,0.269004152356061,319542.5,686898.2,274546.625,751039.45,495000,496000,320000,687000,275000,751000
"Barn Swallow",6130,"14",452818.45,450786,0.124242080177638,387309.1,531939.9,346512.1,563984.675,453000,451000,387000,532000,347000,564000
"Barn Swallow",6130,"12",655905.67,657266,0.152209191177899,529862.1,770030.1,494065.15,844209.7,656000,657000,530000,770000,494000,844000
"Barn Swallow",6130,"8",263195.52,248245,0.438441489396164,142578.6,424558.2,115584.225,566983.474999999,263000,248000,143000,425000,116000,567000
"Barn Swallow",6130,"17",1339906.08,1295682.5,0.213530406008262,1024094.4,1696315.7,877376.225,1943220.25,1340000,1300000,1020000,1700000,877000,1940000
"Barn Swallow",6130,"34",86810.47,82533.5,0.390332325872882,50823.1,125652.6,38513.775,162431.65,86800,82500,50800,126000,38500,162000
"Barn Swallow",6130,"35",216148.56,205810,0.321123553931699,143434.5,294029.5,105741.625,390157.125,216000,206000,143000,294000,106000,390000
"Barn Swallow",6130,"13",1583470.01,1519567,0.166942746578347,1254611.1,1927636.8,1173679.475,2116406.475,1580000,1520000,1250000,1930000,1170000,2120000
"Barn Swallow",6130,"21",1034537.45,1038896,0.223317058225386,733832.6,1336839.5,672725.5,1497232.125,1030000,1040000,734000,1340000,673000,1500000
"Barn Swallow",6130,"20",161340.5,149118.5,0.381701373263053,92841.8,262228.1,71213.125,298033.375,161000,149000,92800,262000,71200,298000
"Barn Swallow",6130,"36",91991.51,84809,0.394247577734056,52513.2,136826.5,41518.925,166096.075,92000,84800,52500,137000,41500,166000
"Barn Swallow",6130,"4",12570.17,12024.5,0.623371003595591,3046.9,23745,1723.9,28310.375,12600,12000,3050,23700,1720,28300
"Tree Swallow",6140,"10",2455379.38,2394450,0.160516770893728,1964820.9,2919295.6,1804633.175,3317840.325,2460000,2390000,1960000,2920000,1800000,3320000
"Tree Swallow",6140,"4",648758.75,630841.5,0.267936512930198,447627,834921.7,369397.675,1050860.45,649000,631000,448000,835000,369000,1050000
"Tree Swallow",6140,"5",771048.2,763375.5,0.176751312925405,595485.5,971420.2,534073.175,1054652.525,771000,763000,595000,971000,534000,1050000
"Tree Swallow",6140,"6",1618780.89,1551593.5,0.253024842333959,1140663.1,2200026.6,1035711.5,2545852.975,1620000,1550000,1140000,2200000,1040000,2550000
"Tree Swallow",6140,"9",606386.13,600663,0.229854810798793,438132.7,760720.6,377149.325,936486.175,606000,601000,438000,761000,377000,936000
"Tree Swallow",6140,"15",53108.99,47627.5,0.449102055072996,27008.9,90871.9,22159.9,110227.55,53100,47600,27000,90900,22200,110000
"Tree Swallow",6140,"32",226505.56,206749.5,0.409348788900136,126252.9,352276.2,101409.5,410186.125,227000,207000,126000,352000,101000,410000
"Tree Swallow",6140,"16",410531.56,392014.5,0.268329741396303,290628.7,564518.4,267754.425,629956.175,411000,392000,291000,565000,268000,630000
"Tree Swallow",6140,"18",25087.37,25489.5,0.54047870212196,8349.5,43628.4,6077.925,49884.825,25100,25500,8350,43600,6080,49900
"Tree Swallow",6140,"30",115067.08,115755,0.14671817939476,93330.3,132670.6,85026.5,144788.725,115000,116000,93300,133000,85000,145000
"Tree Swallow",6140,"24",185014.04,177857.5,0.274065101015691,129849,245140.6,105414.8,301458.225,185000,178000,130000,245000,105000,301000
"Tree Swallow",6140,"27",6943.48,7030,0.282135316586779,4596.1,9731.3,3850,10793.525,6940,7030,4600,9730,3850,10800
"Tree Swallow",6140,"28",698130.77,678247.5,0.144682507330229,594077.5,832261.1,523332.925,948100.149999999,698000,678000,594000,832000,523000,948000
"Tree Swallow",6140,"31",28175.79,23729,0.932740414834642,1248.9,70101.5,141.075,83650.975,28200,23700,1250,70100,141,83700
"Tree Swallow",6140,"29",90715.52,89661,0.18667315989994,70218.8,113778.6,63527.175,122957.4,90700,89700,70200,114000,63500,123000
"Tree Swallow",6140,"2",439431.83,370998,0.665435971605504,126026.4,849908.7,86189.175,1126818.475,439000,371000,126000,850000,86200,1130000
"Tree Swallow",6140,"22",385902.3,375164,0.211701070260863,298196.4,487170.9,233372.9,554111.8,386000,375000,298000,487000,233000,554000
"Tree Swallow",6140,"23",789508.89,781596.5,0.184014373029969,594499,999957.1,532729.425,1056338.325,790000,782000,594000,1e+06,533000,1060000
"Tree Swallow",6140,"11",2135889.45,2117026,0.165234477335258,1701135.9,2620139.1,1542678.125,2823239.125,2140000,2120000,1700000,2620000,1540000,2820000
"Tree Swallow",6140,"19",54832.6,50651.5,0.421327241231931,28181.4,86773.1,19612.075,109797.175,54800,50700,28200,86800,19600,110000
"Tree Swallow",6140,"7",679760.85,661347.5,0.226840967977311,486840,877617.3,453473.025,1000459.1,680000,661000,487000,878000,453000,1e+06
"Tree Swallow",6140,"14",879949.55,890871,0.125822327540252,752105.4,1026598.5,676771.9,1111197.7,880000,891000,752000,1030000,677000,1110000
"Tree Swallow",6140,"12",698801.3,697435.5,0.155702480389235,561260.9,825068.1,525911.25,921418.9,699000,697000,561000,825000,526000,921000
"Tree Swallow",6140,"8",1649122.62,1550492,0.234223416721204,1231265.4,2189066.9,1083624.125,2422703.175,1650000,1550000,1230000,2190000,1080000,2420000
"Tree Swallow",6140,"26",9308.32,7109.5,0.748990389371047,2049.4,19136.6,1310.35,25068.125,9310,7110,2050,19100,1310,25100
"Tree Swallow",6140,"17",361215.34,350437.5,0.265146751571672,250703.4,492305.5,208514.55,575938.6,361000,350000,251000,492000,209000,576000
"Tree Swallow",6140,"34",3455.5,2786.5,0.777420615150394,607.9,7872.3,66.5,9391.14999999999,3460,2790,608,7870,66.5,9390
"Tree Swallow",6140,"13",553442.59,529751,0.187975253321404,438669.3,697896.2,387945.025,784192.05,553000,530000,439000,698000,388000,784000
"Tree Swallow",6140,"25",11970.9,7766,1.26095235492147,950.3,23875.7,211.975,58389.6749999999,12000,7770,950,23900,212,58400
"Tree Swallow",6140,"21",770.85,607,0.902211855193227,0,1768,0,2295.85,771,607,0,1770,0,2300
"Tree Swallow",6140,"3",0,0,NA,0,0,0,0,0,0,0,0,0,0
"Tree Swallow",6140,"33",0,0,NA,0,0,0,0,0,0,0,0,0,0
"Bank Swallow",6160,"10",555839.51,493667.5,0.419959751165973,324754.9,838067.4,284390.5,1085155.025,556000,494000,325000,838000,284000,1090000
"Bank Swallow",6160,"9",875703.12,876528,0.278734115879477,551318.6,1229211,496278.675,1394997.175,876000,877000,551000,1230000,496000,1390000
"Bank Swallow",6160,"15",24834.33,17859,1.06492960216595,0,62615.2,0,94578.175,24800,17900,0,62600,0,94600
"Bank Swallow",6160,"32",409.94,302.5,1.0015922885207,0,931.5,0,1603.7,410,302,0,932,0,1600
"Bank Swallow",6160,"16",9235.9,8910,0.570513730078245,2805.2,16906.2,1629.6,20031.25,9240,8910,2810,16900,1630,20000
"Bank Swallow",6160,"18",14292.57,11765.5,0.808438300057235,2902.5,29478.9,169.7,40429.6,14300,11800,2900,29500,170,40400
"Bank Swallow",6160,"30",8750.44,8142,0.372238415005079,5434.5,13383.3,3677.65,16168.7,8750,8140,5430,13400,3680,16200
"Bank Swallow",6160,"2",529039.83,486055.5,0.506722022640331,211192.4,875560.3,125857.325,1148876.1,529000,486000,211000,876000,126000,1150000
"Bank Swallow",6160,"3",16187.24,10787,1.07210011703603,0,36921.3,0,55340.05,16200,10800,0,36900,0,55300
"Bank Swallow",6160,"4",545254.05,509059.5,0.395879069135178,295126.1,856055.3,199429.125,990331.925,545000,509000,295000,856000,199000,990000
"Bank Swallow",6160,"22",219520.75,195926.5,0.534332365707147,109180.9,341863.6,79284.675,557123.875,220000,196000,109000,342000,79300,557000
"Bank Swallow",6160,"23",208816.11,194873,0.317370978468666,139623.3,294490.9,114175.1,363219.625,209000,195000,140000,294000,114000,363000
"Bank Swallow",6160,"19",263620.21,242333.5,0.830284801566624,46434.7,462937.2,24202.7,916598.574999999,264000,242000,46400,463000,24200,917000
"Bank Swallow",6160,"27",543.02,333.5,1.17835214832136,0,1232.2,0,2352.95,543,334,0,1230,0,2350
"Bank Swallow",6160,"11",1341602.17,1313834,0.204383527559948,1002247.3,1674044.4,875783.775,1848242.275,1340000,1310000,1e+06,1670000,876000,1850000
"Bank Swallow",6160,"6",558023.54,561621.5,0.383191232939313,292247.6,832292.7,213762.75,965251.4,558000,562000,292000,832000,214000,965000
"Bank Swallow",6160,"14",163837.16,154537.5,0.345160644650354,101695.7,229624.3,76335.625,288447.95,164000,155000,102000,230000,76300,288000
"Bank Swallow",6160,"12",64553.99,60946,0.328096808542658,43238,86965.8,36388.075,106089.425,64600,60900,43200,87000,36400,106000
"Bank Swallow",6160,"28",13388.07,12204,0.542425363664818,5146.1,23794.7,3635.95,29500.425,13400,12200,5150,23800,3640,29500
"Bank Swallow",6160,"29",578.92,426,1.06201238780112,32.4,1179.3,12.95,2394.7,579,426,32.4,1180,13,2390
"Bank Swallow",6160,"24",7745.57,5173,0.88763652146891,751.3,16393.8,305.175,24608.725,7750,5170,751,16400,305,24600
"Bank Swallow",6160,"17",378925.34,344278,0.492934836000341,193282.9,602229.9,128601.7,810397.1,379000,344000,193000,602000,129000,810000
"Bank Swallow",6160,"7",186074.96,150666,0.760852257162798,36468.9,365067.4,16463.15,523383.674999999,186000,151000,36500,365000,16500,523000
"Bank Swallow",6160,"8",79486.45,69683.5,0.568812239635124,29396.1,141050.8,18366.3,189231.65,79500,69700,29400,141000,18400,189000
"Bank Swallow",6160,"13",274578.17,261375,0.312568253738795,170514.7,395239.8,142034.2,447389.5,275000,261000,171000,395000,142000,447000
"Bank Swallow",6160,"5",10144.67,9465.5,0.654731113453794,3047,17539.4,2202.55,27234.525,10100,9470,3050,17500,2200,27200
"Bank Swallow",6160,"26",1158.77,819.5,1.1981658298685,0,3225.4,0,4567.07499999999,1160,820,0,3230,0,4570
"Bank Swallow",6160,"36",7343.63,6176.5,0.845306534013912,0,15631.9,0,21883.65,7340,6180,0,15600,0,21900
"Bank Swallow",6160,"1",11834.44,10873,0.506709419839631,4724.5,19585.7,2815.85,25699.525,11800,10900,4720,19600,2820,25700
"Bank Swallow",6160,"21",0,0,NA,0,0,0,0,0,0,0,0,0,0
"Northern Rough-winged Swallow",6170,"10",2700767.17,2643911.5,0.244399807327838,1947952,3610070,1765577.675,4100597.575,2700000,2640000,1950000,3610000,1770000,4100000
"Northern Rough-winged Swallow",6170,"5",344829.17,326355.5,0.25700526438895,252106.6,457774.4,203391.975,529752.475,345000,326000,252000,458000,203000,530000
"Northern Rough-winged Swallow",6170,"6",95871.7,89999,0.517353844086073,37515.4,153448.9,26030.125,200169.825,95900,90000,37500,153000,26000,2e+05
"Northern Rough-winged Swallow",6170,"9",2365290.6,2082579.5,0.42172127125649,1447644.3,3531960.6,1271500.55,5231957.3,2370000,2080000,1450000,3530000,1270000,5230000
"Northern Rough-winged Swallow",6170,"15",12224.41,11527.5,0.554807291471619,4010.8,20782.7,2611.9,27808.6,12200,11500,4010,20800,2610,27800
"Northern Rough-winged Swallow",6170,"32",206281.99,203830.5,0.292190309538531,135733.2,281730,114734.175,336745.525,206000,204000,136000,282000,115000,337000
"Northern Rough-winged Swallow",6170,"33",868125.55,778815.5,0.378398143019621,515580.1,1323773.5,421976.125,1551032.825,868000,779000,516000,1320000,422000,1550000
"Northern Rough-winged Swallow",6170,"16",360724.03,348415,0.233492609283398,267742,494562.4,231024.35,535979,361000,348000,268000,495000,231000,536000
"Northern Rough-winged Swallow",6170,"18",126684.81,120574,0.441655884436479,60525.8,204044.1,50016.35,249666.95,127000,121000,60500,204000,50000,250000
"Northern Rough-winged Swallow",6170,"30",27270.9,26492,0.23125236884355,20271,35128,18390.975,41095.6,27300,26500,20300,35100,18400,41100
"Northern Rough-winged Swallow",6170,"24",657925.01,666777,0.127550316427948,547585.6,764331.2,477748.675,798352.95,658000,667000,548000,764000,478000,798000
"Northern Rough-winged Swallow",6170,"27",918171.47,912231.5,0.180060346316038,736924.6,1145282.6,690443.55,1303846.5,918000,912000,737000,1150000,690000,1300000
"Northern Rough-winged Swallow",6170,"28",794225.6,786510.5,0.104737983036815,700727.5,902909,638439.65,950396.75,794000,787000,701000,903000,638000,950000
"Northern Rough-winged Swallow",6170,"29",459158.63,458253.5,0.184951367856669,357400.8,583742.7,333903.75,666728.775,459000,458000,357000,584000,334000,667000
"Northern Rough-winged Swallow",6170,"31",9769.91,9414,0.480136310366776,4541.7,15468.8,2312.725,19480.325,9770,9410,4540,15500,2310,19500
"Northern Rough-winged Swallow",6170,"22",1251224.35,1224196,0.146239891014926,1052149.4,1494796,936871.4,1651011.675,1250000,1220000,1050000,1490000,937000,1650000
"Northern Rough-winged Swallow",6170,"23",347937.31,342294.5,0.167637731074573,273198.2,428473.2,246104.7,458009.6,348000,342000,273000,428000,246000,458000
"Northern Rough-winged Swallow",6170,"11",677042.84,635379.5,0.588522231791497,221488.9,1159726.1,164602.8,1679093.025,677000,635000,221000,1160000,165000,1680000
"Northern Rough-winged Swallow",6170,"19",767675.62,749346,0.289895019077711,522701.6,1030865.8,381138.15,1227573.95,768000,749000,523000,1030000,381000,1230000
"Northern Rough-winged Swallow",6170,"25",203757.69,197180.5,0.368413986069203,116812.4,306028.8,88544.175,397692.55,204000,197000,117000,306000,88500,398000
"Northern Rough-winged Swallow",6170,"26",836200.46,830868.5,0.283392956347485,529843.5,1133179,465311.05,1347899.25,836000,831000,530000,1130000,465000,1350000
"Northern Rough-winged Swallow",6170,"37",21058.8,17821,0.776913761313963,6205.3,38038.3,3440.1,68070.9499999999,21100,17800,6210,38000,3440,68100
"Northern Rough-winged Swallow",6170,"14",11815.24,11004,0.343700626497277,6950.8,17785.5,5409.025,20064.9,11800,11000,6950,17800,5410,20100
"Northern Rough-winged Swallow",6170,"12",61778.43,59651.5,0.240339590070394,44882.4,83227.5,39397.275,94681.1999999999,61800,59700,44900,83200,39400,94700
"Northern Rough-winged Swallow",6170,"17",287832.35,269781.5,0.415232518130709,155601.7,452467,136957.325,590294.924999999,288000,270000,156000,452000,137000,590000
"Northern Rough-winged Swallow",6170,"34",627390.61,635621.5,0.889435584966916,37082.3,1319972.4,19086.1,1770456.275,627000,636000,37100,1320000,19100,1770000
"Northern Rough-winged Swallow",6170,"35",60682,51238.5,0.640160397555513,18967.8,112084.7,10358.425,135711.825,60700,51200,19000,112000,10400,136000
"Northern Rough-winged Swallow",6170,"13",147326.72,148660.5,0.206854427281039,106779,196403.8,95376.6,206231.175,147000,149000,107000,196000,95400,206000
"Northern Rough-winged Swallow",6170,"21",447646.11,429446.5,0.508774519079561,166381,747839.8,67706.95,901577.625,448000,429000,166000,748000,67700,902000
"Northern Rough-winged Swallow",6170,"20",23280.64,15123.5,1.0141053918636,5080.8,43015.7,2734.45,91296.5749999998,23300,15100,5080,43000,2730,91300
"Northern Rough-winged Swallow",6170,"36",63624.31,49528,0.864212703000464,10145.6,146448.7,2471.65,189540.55,63600,49500,10100,146000,2470,190000
"Cedar Waxwing",6190,"10",5324351.51,5276063.5,0.144244798438458,4404504.9,6252367,3945728.675,6811824.175,5320000,5280000,4400000,6250000,3950000,6810000
"Cedar Waxwing",6190,"5",4425771.07,4341676.5,0.16805156329589,3521297.8,5291883.5,3303836.65,5966907.775,4430000,4340000,3520000,5290000,3300000,5970000
"Cedar Waxwing",6190,"6",6266157.04,6261358,0.138334962472981,5111170,7411824.8,4647563.85,7886767.7,6270000,6260000,5110000,7410000,4650000,7890000
"Cedar Waxwing",6190,"9",1663228.43,1650117,0.173313774982624,1281769,2009278.3,1158843.975,2206287.7,1660000,1650000,1280000,2010000,1160000,2210000
"Cedar Waxwing",6190,"32",17786.02,9487.5,1.35914826860861,0,48692.5,0,80014.3999999999,17800,9490,0,48700,0,80000
"Cedar Waxwing",6190,"16",104815.14,94243.5,0.440238875713086,56132.7,173601.6,44237.075,204494.8,105000,94200,56100,174000,44200,204000
"Cedar Waxwing",6190,"30",949629.94,933426,0.106332961450503,821790.5,1088112.1,774360.6,1166948.45,950000,933000,822000,1090000,774000,1170000
"Cedar Waxwing",6190,"24",1014721.22,1004502.5,0.142440779491292,832484.5,1210489,761200.075,1299209.95,1010000,1e+06,832000,1210000,761000,1300000
"Cedar Waxwing",6190,"27",183078.04,176022.5,0.267619521468047,125434.4,250805.7,98157.425,283672.075,183000,176000,125000,251000,98200,284000
"Cedar Waxwing",6190,"28",5032268.12,4942403.5,0.0993844392696175,4446844.1,5648528.1,4108490.275,6173660.025,5030000,4940000,4450000,5650000,4110000,6170000
"Cedar Waxwing",6190,"29",802757.39,809648.5,0.137442851559953,650729.3,946418.4,597981.175,1017119.525,803000,810000,651000,946000,598000,1020000
"Cedar Waxwing",6190,"22",3021624.66,3010889.5,0.116649342841814,2631595.8,3419924.1,2325436.325,3812908.9,3020000,3010000,2630000,3420000,2330000,3810000
"Cedar Waxwing",6190,"23",3055707.84,3021152,0.135297322878032,2514732.3,3621594.1,2370961.675,3902207.575,3060000,3020000,2510000,3620000,2370000,3900000
"Cedar Waxwing",6190,"11",4313682.22,3898433,0.314094410053578,2900256.9,6075959.8,2426834.325,7483136.025,4310000,3900000,2900000,6080000,2430000,7480000
"Cedar Waxwing",6190,"19",172034.47,163290.5,0.320638402049237,110217.5,247080.5,80742.55,274294.125,172000,163000,110000,247000,80700,274000
"Cedar Waxwing",6190,"14",6124828.64,6057200.5,0.0963912181510056,5413925.2,6979710.2,5226542.825,7312363.875,6120000,6060000,5410000,6980000,5230000,7310000
"Cedar Waxwing",6190,"12",7749313.76,7714866,0.104314811432295,6664942.6,8569515.2,6468925.9,9780717.05,7750000,7710000,6660000,8570000,6470000,9780000
"Cedar Waxwing",6190,"8",9585404.9,9207091.5,0.225736450950736,7046769.2,11926826.8,6468179.8,15336659.225,9590000,9210000,7050000,11900000,6470000,15300000
"Cedar Waxwing",6190,"26",1538.14,1324,1.01831654445609,0,3673.6,0,5056.47499999999,1540,1320,0,3670,0,5060
"Cedar Waxwing",6190,"17",366022.7,360824.5,0.245810913789162,255324.9,473834.2,220811.85,545813.175,366000,361000,255000,474000,221000,546000
"Cedar Waxwing",6190,"7",4054995.34,4115347,0.543027360602339,1249250.3,6575182.60000001,1158833.625,8909823.75,4050000,4120000,1250000,6580000,1160000,8910000
"Cedar Waxwing",6190,"13",3953122.36,3919694.5,0.102765376184541,3458405.8,4532900,3210017.1,4699825.025,3950000,3920000,3460000,4530000,3210000,4700000
"Cedar Waxwing",6190,"15",0,0,NA,0,0,0,0,0,0,0,0,0,0
"Cedar Waxwing",6190,"18",0,0,NA,0,0,0,0,0,0,0,0,0,0
"Red-eyed Vireo",6240,"10",1672795.51,1656935,0.282166690554437,1072116.7,2331257.1,931310.675,2677542.575,1670000,1660000,1070000,2330000,931000,2680000
"Red-eyed Vireo",6240,"5",225686.57,212413.5,0.374091387633994,124578.6,348167.3,98852.35,391410.5,226000,212000,125000,348000,98900,391000
"Red-eyed Vireo",6240,"6",25954064.35,25830823,0.110184578353735,22515245.1,29716036.4,21087739.3,31817905.85,2.6e+07,25800000,22500000,29700000,21100000,31800000
"Red-eyed Vireo",6240,"9",220063.59,223109.5,0.324158967583207,122057.1,317682.6,96121.325,367640,220000,223000,122000,318000,96100,368000
"Red-eyed Vireo",6240,"30",1426244.78,1409118.5,0.11107216298191,1240239.5,1644911.9,1162605.7,1767179.275,1430000,1410000,1240000,1640000,1160000,1770000
"Red-eyed Vireo",6240,"24",3663628.03,3678410,0.13040532384483,3104670.5,4390388.6,2872112.125,4579826.45,3660000,3680000,3100000,4390000,2870000,4580000
"Red-eyed Vireo",6240,"27",3914300.87,3858312.5,0.102777625393239,3489728.2,4438562.1,3265808.325,4761196.6,3910000,3860000,3490000,4440000,3270000,4760000
"Red-eyed Vireo",6240,"28",12921490.01,12973217.5,0.0880654338876593,11466500.7,14389574.8,10925573.875,15320631.425,12900000,1.3e+07,11500000,14400000,10900000,15300000
