"Prov.letters","cn","BCR","RngAdj","Prov.num","ProvBCR"
"AK","American Tree Sparrow",5,0.82,"3","3-5"
"AK","Golden-crowned Kinglet",5,1,"3","3-5"
"AK","Golden-crowned Sparrow",5,1,"3","3-5"
"AK","Gray Jay",5,0.97,"3","3-5"
"AK","Gray-cheeked Thrush",5,1.19,"3","3-5"
"AK","Alder Flycatcher",5,1.01,"3","3-5"
"AK","American Crow",5,0.48,"3","3-5"
"AK","American Dipper",5,1,"3","3-5"
"AK","American Kestrel",5,0.84,"3","3-5"
"AK","American Pipit",5,1.12,"3","3-5"
"AK","American Redstart",5,1.11,"3","3-5"
"AK","American Robin",5,1,"3","3-5"
"AK","Brewer's Sparrow",5,0.48,"3","3-5"
"AK","Brown Creeper",5,1,"3","3-5"
"AK","Bald Eagle",5,1,"3","3-5"
"AK","Bank Swallow",5,1.15,"3","3-5"
"AK","Barn Swallow",5,1,"3","3-5"
"AK","Belted Kingfisher",5,1,"3","3-5"
"AK","Black-backed Woodpecker",5,1.07,"3","3-5"
"AK","Black-billed Magpie",5,1,"3","3-5"
"AK","Black-capped Chickadee",5,1.08,"3","3-5"
"AK","Blackpoll Warbler",5,0.81,"3","3-5"
"AK","Bohemian Waxwing",5,0.83,"3","3-5"
"AK","Boreal Chickadee",5,1.07,"3","3-5"
"AK","Boreal Owl",5,1.01,"3","3-5"
"AK","Hermit Thrush",5,1,"3","3-5"
"AK","Horned Lark",5,1.08,"3","3-5"
"AK","Cedar Waxwing",5,0.72,"3","3-5"
"AK","Least Flycatcher",5,0.48,"3","3-5"
"AK","Lincoln's Sparrow",5,1,"3","3-5"
"AK","MacGillivray's Warbler",5,0.85,"3","3-5"
"AK","Merlin",5,1,"3","3-5"
"AK","Gray-crowned Rosy-Finch",5,0.84,"3","3-5"
"AK","Great Gray Owl",5,1.01,"3","3-5"
"AK","Great Horned Owl",5,1,"3","3-5"
"AK","Gyrfalcon",5,1.18,"3","3-5"
"AK","Hairy Woodpecker",5,1,"3","3-5"
"AK","Hammond's Flycatcher",5,0.82,"3","3-5"
"AK","Northern Pygmy-Owl",5,0.72,"3","3-5"
"AK","Northern Flicker",5,0.91,"3","3-5"
"AK","House Sparrow",5,0.48,"3","3-5"
"AK","Mountain Bluebird",5,0.48,"3","3-5"
"AK","Mountain Chickadee",5,0.8,"3","3-5"
"AK","Northern Goshawk",5,1,"3","3-5"
"AK","Northern Harrier",5,1,"3","3-5"
"AK","Northern Hawk Owl",5,1,"3","3-5"
"BC","Blackpoll Warbler",4,0.97,"11","11-4"
"BC","Mountain Chickadee",4,3,"11","11-4"
"BC","Northern Pygmy-Owl",4,1.5,"11","11-4"
"BC","Northern Saw-whet Owl",4,3,"11","11-4"
"BC","Northern Shrike",4,0.86,"11","11-4"
"BC","Northern Waterthrush",4,1,"11","11-4"
"BC","Northern Wheatear",4,1,"11","11-4"
"BC","Northwestern Crow",4,1.5,"11","11-4"
"BC","Olive-sided Flycatcher",4,1,"11","11-4"
"BC","Orange-crowned Warbler",4,1,"11","11-4"
"BC","Mourning Warbler",4,1.5,"11","11-4"
"BC","Northern Flicker",4,1,"11","11-4"
"BC","Northern Goshawk",4,1,"11","11-4"
"BC","Northern Harrier",4,1,"11","11-4"
"BC","Northern Hawk Owl",4,1,"11","11-4"
"BC","White-tailed Ptarmigan",4,1,"11","11-4"
"BC","White-throated Sparrow",4,0.8,"11","11-4"
"BC","White-winged Crossbill",4,1,"11","11-4"
"BC","Willow Ptarmigan",4,1,"11","11-4"
"BC","Wilson's Warbler",4,1,"11","11-4"
"BC","Winter Wren",4,0.66,"11","11-4"
"BC","Yellow Warbler",4,1,"11","11-4"
"BC","Yellow-bellied Flycatcher",4,0.97,"11","11-4"
"BC","Yellow-bellied Sapsucker",4,0.53,"11","11-4"
"BC","Yellow-rumped Warbler",4,1,"11","11-4"
"BC","Red-naped Sapsucker",5,0.42,"11","11-5"
"BC","Red-tailed Hawk",5,1,"11","11-5"
"BC","Belted Kingfisher",4,1,"11","11-4"
"BC","Black-and-white Warbler",4,1,"11","11-4"
"BC","Black-backed Woodpecker",4,1,"11","11-4"
"BC","Black-billed Magpie",4,1,"11","11-4"
"BC","Black-capped Chickadee",4,1,"11","11-4"
"BC","American Kestrel",5,0.83,"11","11-5"
"BC","Bohemian Waxwing",4,1,"11","11-4"
"BC","Boreal Chickadee",4,1,"11","11-4"
"BC","Boreal Owl",4,1,"11","11-4"
"BC","Brewer's Sparrow",4,0.67,"11","11-4"
"BC","Brown Creeper",4,2,"11","11-4"
"BC","Brown-headed Cowbird",4,1.5,"11","11-4"
"BC","Cedar Waxwing",4,1,"11","11-4"
"BC","Chestnut-backed Chickadee",4,1.5,"11","11-4"
"BC","Chipping Sparrow",4,1,"11","11-4"
"BC","Cliff Swallow",4,1,"11","11-4"
"BC","Common Nighthawk",4,0.97,"11","11-4"
"BC","Common Raven",4,1,"11","11-4"
"BC","Common Redpoll",4,1.5,"11","11-4"
"BC","Common Yellowthroat",4,1,"11","11-4"
"BC","Dark-eyed Junco",4,1,"11","11-4"
"BC","Downy Woodpecker",4,1,"11","11-4"
"BC","Dusky Flycatcher",4,3,"11","11-4"
"BC","Dusky Grouse",4,1,"11","11-4"
"BC","Eastern Kingbird",4,3,"11","11-4"
"BC","Eastern Phoebe",4,1,"11","11-4"
"BC","European Starling",4,1,"11","11-4"
"BC","Evening Grosbeak",4,1.5,"11","11-4"
"BC","Fox Sparrow",4,1,"11","11-4"
"BC","Golden Eagle",4,1,"11","11-4"
"BC","Golden-crowned Kinglet",4,1,"11","11-4"
"BC","Golden-crowned Sparrow",4,0.97,"11","11-4"
"BC","Gray Jay",4,0.97,"11","11-4"
"BC","Gray-cheeked Thrush",4,1.5,"11","11-4"
"BC","Gray-crowned Rosy-Finch",4,0.97,"11","11-4"
"BC","Great Gray Owl",4,1,"11","11-4"
"BC","Great Horned Owl",4,1,"11","11-4"
"BC","Gyrfalcon",4,1.5,"11","11-4"
"BC","Hairy Woodpecker",4,1,"11","11-4"
"BC","Hammond's Flycatcher",4,0.97,"11","11-4"
"BC","Hermit Thrush",4,1,"11","11-4"
"BC","Horned Lark",4,1,"11","11-4"
"BC","House Sparrow",4,1.5,"11","11-4"
"BC","Least Flycatcher",4,0.97,"11","11-4"
"BC","Lincoln's Sparrow",4,1,"11","11-4"
"BC","Long-eared Owl",4,0.57,"11","11-4"
"BC","MacGillivray's Warbler",4,1,"11","11-4"
"BC","Magnolia Warbler",4,1.5,"11","11-4"
"BC","Merlin",4,1,"11","11-4"
"BC","Mountain Bluebird",4,0.97,"11","11-4"
"BC","Common Raven",5,1,"11","11-5"
"BC","Common Redpoll",5,0.85,"11","11-5"
"BC","Common Yellowthroat",5,1.02,"11","11-5"
"BC","Cooper's Hawk",5,0.42,"11","11-5"
"BC","Cordilleran Flycatcher",5,0.42,"11","11-5"
"BC","Dark-eyed Junco",5,1,"11","11-5"
"BC","Downy Woodpecker",5,1,"11","11-5"
"BC","Dusky Flycatcher",5,1.07,"11","11-5"
"BC","Eastern Kingbird",5,0.81,"11","11-5"
"BC","European Starling",5,1,"11","11-5"
"BC","Evening Grosbeak",5,0.85,"11","11-5"
"BC","Fox Sparrow",5,1,"11","11-5"
"BC","Golden Eagle",5,1.02,"11","11-5"
"BC","Golden-crowned Kinglet",5,1,"11","11-5"
"BC","Osprey",4,1,"11","11-4"
"BC","Ovenbird",4,1.5,"11","11-4"
"BC","Pacific-slope Flycatcher",4,1.5,"11","11-4"
"BC","Peregrine Falcon",4,2,"11","11-4"
"BC","Philadelphia Vireo",4,1.5,"11","11-4"
"BC","Pileated Woodpecker",4,1.5,"11","11-4"
"BC","Pine Grosbeak",4,1,"11","11-4"
"BC","Pine Siskin",4,1,"11","11-4"
"BC","Purple Finch",4,0.97,"11","11-4"
"BC","Red Crossbill",4,1,"11","11-4"
"BC","Red-breasted Nuthatch",4,1,"11","11-4"
"BC","Red-breasted Sapsucker",4,3,"11","11-4"
"BC","Red-eyed Vireo",4,1,"11","11-4"
"BC","Red-tailed Hawk",4,1,"11","11-4"
"BC","Red-winged Blackbird",4,1,"11","11-4"
"BC","Rock Pigeon",4,1.5,"11","11-4"
"BC","Rock Ptarmigan",4,0.53,"11","11-4"
"BC","Rose-breasted Grosbeak",4,2,"11","11-4"
"BC","Ruby-crowned Kinglet",4,1,"11","11-4"
"BC","Ruffed Grouse",4,0.97,"11","11-4"
"BC","Rufous Hummingbird",4,0.77,"11","11-4"
"BC","Rusty Blackbird",4,1,"11","11-4"
"BC","Savannah Sparrow",4,1,"11","11-4"
"BC","Say's Phoebe",4,1,"11","11-4"
"BC","Sharp-shinned Hawk",4,1,"11","11-4"
"BC","Sharp-tailed Grouse",4,1,"11","11-4"
"BC","Short-eared Owl",4,1,"11","11-4"
"BC","Smith's Longspur",4,1,"11","11-4"
"BC","Snow Bunting",4,1,"11","11-4"
"BC","Song Sparrow",4,1,"11","11-4"
"BC","Spruce Grouse",4,0.97,"11","11-4"
"BC","Steller's Jay",4,1.5,"11","11-4"
"BC","Swainson's Hawk",4,0.97,"11","11-4"
"BC","Swainson's Thrush",4,0.97,"11","11-4"
"BC","Tennessee Warbler",4,1,"11","11-4"
"BC","Townsend's Solitaire",4,0.93,"11","11-4"
"BC","Townsend's Warbler",4,0.83,"11","11-4"
"BC","Tree Swallow",4,1,"11","11-4"
"BC","Varied Thrush",4,1,"11","11-4"
"BC","Violet-green Swallow",4,1,"11","11-4"
"BC","Warbling Vireo",4,1,"11","11-4"
"BC","Western Screech-Owl",4,1,"11","11-4"
"BC","Western Tanager",4,0.9,"11","11-4"
"BC","Western Wood-Pewee",4,1,"11","11-4"
"BC","White-crowned Sparrow",4,1,"11","11-4"
"BC","Alder Flycatcher",4,1,"11","11-4"
"BC","American Crow",4,1.5,"11","11-4"
"BC","American Dipper",4,1,"11","11-4"
"BC","American Kestrel",4,0.97,"11","11-4"
"BC","American Pipit",4,0.87,"11","11-4"
"BC","American Redstart",4,1,"11","11-4"
"BC","American Robin",4,1,"11","11-4"
"BC","American Three-toed Woodpecker",4,1,"11","11-4"
"BC","American Tree Sparrow",4,1,"11","11-4"
"BC","Bald Eagle",4,1,"11","11-4"
"BC","Bank Swallow",4,0.52,"11","11-4"
"BC","Barn Swallow",4,1,"11","11-4"
"BC","Barred Owl",4,2,"11","11-4"
"BC","Alder Flycatcher",5,2.68,"11","11-5"
"BC","American Crow",5,0.66,"11","11-5"
"BC","American Dipper",5,1,"11","11-5"
"BC","American Goldfinch",5,0.79,"11","11-5"
"BC","Rock Wren",5,0.42,"11","11-5"
"BC","American Pipit",5,1.08,"11","11-5"
"BC","American Redstart",5,1.08,"11","11-5"
"BC","American Robin",5,1,"11","11-5"
"BC","American Three-toed Woodpecker",5,1.11,"11","11-5"
"BC","American Tree Sparrow",5,2.68,"11","11-5"
"BC","Anna's Hummingbird",5,0.42,"11","11-5"
"BC","Bald Eagle",5,1,"11","11-5"
"BC","Band-tailed Pigeon",5,0.79,"11","11-5"
"BC","Bank Swallow",5,0.42,"11","11-5"
"BC","Barn Owl",5,0.57,"11","11-5"
"BC","Barn Swallow",5,1.03,"11","11-5"
"BC","Barred Owl",5,0.72,"11","11-5"
"BC","Belted Kingfisher",5,1,"11","11-5"
"BC","Bewick's Wren",5,0.55,"11","11-5"
"BC","Black Swift",5,0.64,"11","11-5"
"BC","Black-backed Woodpecker",5,1.13,"11","11-5"
"BC","Black-billed Magpie",5,1.07,"11","11-5"
"BC","Black-capped Chickadee",5,0.87,"11","11-5"
"BC","Black-chinned Hummingbird",5,0.42,"11","11-5"
"BC","Black-headed Grosbeak",5,0.6,"11","11-5"
"BC","Blackpoll Warbler",5,1.71,"11","11-5"
"BC","Black-throated Gray Warbler",5,0.82,"11","11-5"
"BC","Bobolink",5,0.42,"11","11-5"
"BC","Bohemian Waxwing",5,1.25,"11","11-5"
"BC","Boreal Chickadee",5,2.68,"11","11-5"
"BC","Boreal Owl",5,1.14,"11","11-5"
"BC","Brewer's Blackbird",5,0.73,"11","11-5"
"BC","Brewer's Sparrow",5,1.22,"11","11-5"
"BC","Brown Creeper",5,1,"11","11-5"
"BC","Brown-headed Cowbird",5,0.86,"11","11-5"
"BC","Bullock's Oriole",5,0.42,"11","11-5"
"BC","Bushtit",5,0.49,"11","11-5"
"BC","California Quail",5,0.43,"11","11-5"
"BC","Calliope Hummingbird",5,0.42,"11","11-5"
"BC","Canyon Wren",5,0.42,"11","11-5"
"BC","Cassin's Finch",5,0.42,"11","11-5"
"BC","Cassin's Vireo",5,0.57,"11","11-5"
"BC","Cedar Waxwing",5,1.04,"11","11-5"
"BC","Chestnut-backed Chickadee",5,1,"11","11-5"
"BC","Chipping Sparrow",5,1.03,"11","11-5"
"BC","Clark's Nutcracker",5,0.87,"11","11-5"
"BC","Cliff Swallow",5,1.01,"11","11-5"
"BC","Common Nighthawk",5,1.02,"11","11-5"
"BC","Common Poorwill",5,0.42,"11","11-5"
"BC","Wilson's Warbler",5,1,"11","11-5"
"BC","Winter Wren",5,1,"11","11-5"
"BC","Yellow Warbler",5,1,"11","11-5"
"BC","Yellow-bellied Flycatcher",5,1,"11","11-5"
"BC","Yellow-breasted Chat",5,0.42,"11","11-5"
"BC","Yellow-headed Blackbird",5,0.42,"11","11-5"
"BC","Yellow-rumped Warbler",5,0.97,"11","11-5"
"BC","Magnolia Warbler",10,1.25,"11","11-10"
"BC","Marsh Wren",10,0.78,"11","11-10"
"BC","Merlin",10,1,"11","11-10"
"BC","Mountain Bluebird",10,0.98,"11","11-10"
"BC","Mountain Chickadee",10,0.98,"11","11-10"
"BC","Mourning Dove",10,0.78,"11","11-10"
"BC","Nashville Warbler",10,0.83,"11","11-10"
"BC","Golden-crowned Sparrow",5,1.36,"11","11-5"
"BC","Gray Catbird",5,0.73,"11","11-5"
"BC","Gray Flycatcher",5,0.42,"11","11-5"
"BC","Gray Jay",5,1.01,"11","11-5"
"BC","Gray Partridge",5,0.42,"11","11-5"
"BC","Gray-cheeked Thrush",5,0.42,"11","11-5"
"BC","Gray-crowned Rosy-Finch",5,1.19,"11","11-5"
"BC","Great Gray Owl",5,1.34,"11","11-5"
"BC","Great Horned Owl",5,1,"11","11-5"
"BC","Gyrfalcon",5,0.42,"11","11-5"
"BC","Hairy Woodpecker",5,1,"11","11-5"
"BC","Hammond's Flycatcher",5,1.01,"11","11-5"
"BC","Hermit Thrush",5,1.04,"11","11-5"
"BC","Horned Lark",5,0.64,"11","11-5"
"BC","House Finch",5,0.55,"11","11-5"
"BC","House Sparrow",5,0.94,"11","11-5"
"BC","House Wren",5,0.42,"11","11-5"
"BC","Hutton's Vireo",5,0.67,"11","11-5"
"BC","Lazuli Bunting",5,0.42,"11","11-5"
"BC","Least Flycatcher",5,0.84,"11","11-5"
"BC","Lewis's Woodpecker",5,0.84,"11","11-5"
"BC","Lincoln's Sparrow",5,1.35,"11","11-5"
"BC","Long-eared Owl",5,0.55,"11","11-5"
"BC","MacGillivray's Warbler",5,1.03,"11","11-5"
"BC","Marsh Wren",5,0.49,"11","11-5"
"BC","Merlin",5,1.03,"11","11-5"
"BC","Mountain Bluebird",5,1.03,"11","11-5"
"BC","Mountain Chickadee",5,0.92,"11","11-5"
"BC","Mourning Dove",5,0.53,"11","11-5"
"BC","Nashville Warbler",5,0.42,"11","11-5"
"BC","Northern Flicker",5,1,"11","11-5"
"BC","Northern Goshawk",5,1,"11","11-5"
"BC","Northern Harrier",5,1,"11","11-5"
"BC","Northern Hawk Owl",5,1.08,"11","11-5"
"BC","Northern Mockingbird",5,0.55,"11","11-5"
"BC","Northern Pygmy-Owl",5,1.07,"11","11-5"
"BC","Northern Rough-winged Swallow",5,0.91,"11","11-5"
"BC","Northern Saw-whet Owl",5,1,"11","11-5"
"BC","Northern Shrike",5,2.68,"11","11-5"
"BC","Northern Waterthrush",5,1.36,"11","11-5"
"BC","Northwestern Crow",5,1,"11","11-5"
"BC","Olive-sided Flycatcher",5,1,"11","11-5"
"BC","Orange-crowned Warbler",5,1,"11","11-5"
"BC","Osprey",5,1,"11","11-5"
"BC","Pacific-slope Flycatcher",5,1,"11","11-5"
"BC","Peregrine Falcon",5,1,"11","11-5"
"BC","Pileated Woodpecker",5,0.9,"11","11-5"
"BC","Pine Grosbeak",5,1.1,"11","11-5"
"BC","Pine Siskin",5,1,"11","11-5"
"BC","Prairie Falcon",5,0.42,"11","11-5"
"BC","Purple Finch",5,1.09,"11","11-5"
"BC","Pygmy Nuthatch",5,0.42,"11","11-5"
"BC","Red Crossbill",5,1,"11","11-5"
"BC","Red-breasted Nuthatch",5,1,"11","11-5"
"BC","Red-breasted Sapsucker",5,1,"11","11-5"
"BC","Red-eyed Vireo",5,0.61,"11","11-5"
"BC","Yellow-headed Blackbird",6,0.2,"11","11-6"
"BC","Yellow-rumped Warbler",6,1,"11","11-6"
"BC","Red-winged Blackbird",5,1.03,"11","11-5"
"BC","Ring-necked Pheasant",5,0.43,"11","11-5"
"BC","Rock Pigeon",5,1.03,"11","11-5"
"BC","Rock Ptarmigan",5,0.69,"11","11-5"
"BC","Cape May Warbler",10,0.62,"11","11-10"
"BC","Ruby-crowned Kinglet",5,1,"11","11-5"
"BC","Ruffed Grouse",5,1,"11","11-5"
"BC","Rufous Hummingbird",5,1.05,"11","11-5"
"BC","Rusty Blackbird",5,2.72,"11","11-5"
"BC","Savannah Sparrow",5,1.02,"11","11-5"
"BC","Say's Phoebe",5,1.11,"11","11-5"
"BC","Sharp-shinned Hawk",5,1.07,"11","11-5"
"BC","Sharp-tailed Grouse",5,0.75,"11","11-5"
"BC","Short-eared Owl",5,1.03,"11","11-5"
"BC","Sky Lark",5,0.42,"11","11-5"
"BC","Smith's Longspur",5,0.42,"11","11-5"
"BC","Snow Bunting",5,0.85,"11","11-5"
"BC","Song Sparrow",5,1,"11","11-5"
"BC","Sooty Grouse",5,1,"11","11-5"
"BC","Spotted Owl",5,0.42,"11","11-5"
"BC","Spotted Towhee",5,0.64,"11","11-5"
"BC","Spruce Grouse",5,1.15,"11","11-5"
"BC","Steller's Jay",5,1.11,"11","11-5"
"BC","Swainson's Hawk",5,1.1,"11","11-5"
"BC","Swainson's Thrush",5,1,"11","11-5"
"BC","Tennessee Warbler",5,1.63,"11","11-5"
"BC","Townsend's Solitaire",5,1.1,"11","11-5"
"BC","Townsend's Warbler",5,1,"11","11-5"
"BC","Tree Swallow",5,1.04,"11","11-5"
"BC","Turkey Vulture",5,0.5,"11","11-5"
"BC","Varied Thrush",5,1,"11","11-5"
"BC","Vaux's Swift",5,1,"11","11-5"
"BC","Veery",5,1.04,"11","11-5"
"BC","Vesper Sparrow",5,0.42,"11","11-5"
"BC","Violet-green Swallow",5,1.02,"11","11-5"
"BC","Warbling Vireo",5,1.03,"11","11-5"
"BC","Western Kingbird",5,0.42,"11","11-5"
"BC","Western Meadowlark",5,0.82,"11","11-5"
"BC","Western Screech-Owl",5,0.99,"11","11-5"
"BC","Western Tanager",5,0.91,"11","11-5"
"BC","Western Wood-Pewee",5,1,"11","11-5"
"BC","White-breasted Nuthatch",5,0.89,"11","11-5"
"BC","White-crowned Sparrow",5,0.83,"11","11-5"
"BC","White-headed Woodpecker",5,0.42,"11","11-5"
"BC","White-tailed Ptarmigan",5,1.21,"11","11-5"
"BC","White-throated Sparrow",5,1,"11","11-5"
"BC","White-winged Crossbill",5,1.09,"11","11-5"
"BC","Willow Flycatcher",5,0.97,"11","11-5"
"BC","Willow Ptarmigan",5,1.38,"11","11-5"
"BC","Le Conte's Sparrow",10,0.74,"11","11-10"
"BC","Least Flycatcher",10,1.01,"11","11-10"
"BC","Lewis's Woodpecker",10,0.8,"11","11-10"
"BC","Lincoln's Sparrow",10,1,"11","11-10"
"BC","Loggerhead Shrike",10,0.62,"11","11-10"
"BC","Long-eared Owl",10,1,"11","11-10"
"BC","MacGillivray's Warbler",10,1,"11","11-10"
"BC","Mourning Warbler",6,3,"11","11-6"
"BC","Northern Flicker",6,1,"11","11-6"
"BC","Northern Goshawk",6,1,"11","11-6"
"BC","Northern Harrier",6,1,"11","11-6"
"BC","Northern Hawk Owl",6,1,"11","11-6"
"BC","Northern Pygmy-Owl",6,0.39,"11","11-6"
"BC","Northern Saw-whet Owl",6,0.26,"11","11-6"
"BC","Northern Flicker",10,1,"11","11-10"
"BC","Northern Goshawk",10,1,"11","11-10"
"BC","Northern Harrier",10,1,"11","11-10"
"BC","Northern Hawk Owl",10,1,"11","11-10"
"BC","Northern Mockingbird",10,0.62,"11","11-10"
"BC","Northern Pygmy-Owl",10,0.98,"11","11-10"
"BC","Northern Rough-winged Swallow",10,0.94,"11","11-10"
"BC","Northern Saw-whet Owl",10,1,"11","11-10"
"BC","Northern Shrike",10,1.87,"11","11-10"
"BC","Northern Waterthrush",10,1,"11","11-10"
"BC","Northwestern Crow",10,1.04,"11","11-10"
"BC","Olive-sided Flycatcher",10,1,"11","11-10"
"BC","Orange-crowned Warbler",10,1,"11","11-10"
"BC","Osprey",10,1,"11","11-10"
"BC","Ovenbird",10,1.07,"11","11-10"
"BC","Pacific-slope Flycatcher",10,0.84,"11","11-10"
"BC","Peregrine Falcon",10,0.84,"11","11-10"
"BC","Philadelphia Vireo",10,1.02,"11","11-10"
"BC","Pileated Woodpecker",10,1.01,"11","11-10"
"BC","Pine Grosbeak",10,1,"11","11-10"
"BC","Pine Siskin",10,1,"11","11-10"
"BC","Prairie Falcon",10,0.71,"11","11-10"
"BC","Purple Finch",10,1.06,"11","11-10"
"BC","Pygmy Nuthatch",10,0.73,"11","11-10"
"BC","Red Crossbill",10,1,"11","11-10"
"BC","Red-breasted Nuthatch",10,1,"11","11-10"
"BC","Red-breasted Sapsucker",10,1.13,"11","11-10"
"BC","Red-eyed Vireo",10,0.86,"11","11-10"
"BC","Red-naped Sapsucker",10,0.89,"11","11-10"
"BC","Red-tailed Hawk",10,1,"11","11-10"
"BC","Red-winged Blackbird",10,1,"11","11-10"
"BC","Ring-necked Pheasant",10,0.85,"11","11-10"
"BC","Rock Pigeon",10,0.83,"11","11-10"
"BC","Rock Ptarmigan",10,1.53,"11","11-10"
"BC","Rock Wren",10,0.83,"11","11-10"
"BC","Rose-breasted Grosbeak",10,1.14,"11","11-10"
"BC","Ruby-crowned Kinglet",10,1,"11","11-10"
"BC","Ruby-throated Hummingbird",10,0.62,"11","11-10"
"BC","Ruffed Grouse",10,1,"11","11-10"
"BC","Rufous Hummingbird",10,0.97,"11","11-10"
"BC","Rusty Blackbird",10,1.28,"11","11-10"
"BC","Alder Flycatcher",6,1,"11","11-6"
"BC","American Crow",6,0.45,"11","11-6"
"BC","American Dipper",6,0.94,"11","11-6"
"BC","American Kestrel",6,1,"11","11-6"
"BC","American Pipit",6,0.59,"11","11-6"
"BC","American Redstart",6,1,"11","11-6"
"BC","American Robin",6,1,"11","11-6"
"BC","American Three-toed Woodpecker",6,1,"11","11-6"
"BC","American Tree Sparrow",6,3,"11","11-6"
"BC","Bald Eagle",6,1,"11","11-6"
"BC","Baltimore Oriole",6,0.2,"11","11-6"
"BC","Bank Swallow",6,1.3,"11","11-6"
"BC","Barn Swallow",6,1,"11","11-6"
"BC","Barred Owl",6,1,"11","11-6"
"BC","Bay-breasted Warbler",6,3,"11","11-6"
"BC","Belted Kingfisher",6,1,"11","11-6"
"BC","Black-and-white Warbler",6,1,"11","11-6"
"BC","Black-backed Woodpecker",6,1,"11","11-6"
"BC","Black-billed Magpie",6,0.88,"11","11-6"
"BC","Black-capped Chickadee",6,1,"11","11-6"
"BC","Blackpoll Warbler",6,1,"11","11-6"
"BC","Black-throated Green Warbler",6,0.2,"11","11-6"
"BC","Blue Jay",6,0.2,"11","11-6"
"BC","Blue-headed Vireo",6,0.66,"11","11-6"
"BC","Bohemian Waxwing",6,1,"11","11-6"
"BC","Boreal Chickadee",6,1,"11","11-6"
"BC","Boreal Owl",6,1,"11","11-6"
"BC","Brewer's Blackbird",6,0.56,"11","11-6"
"BC","Brewer's Sparrow",6,0.39,"11","11-6"
"BC","Brown-headed Cowbird",6,0.88,"11","11-6"
"BC","Canada Warbler",6,2,"11","11-6"
"BC","Cape May Warbler",6,0.2,"11","11-6"
"BC","Cedar Waxwing",6,0.45,"11","11-6"
"BC","Chipping Sparrow",6,1,"11","11-6"
"BC","Clay-colored Sparrow",6,0.94,"11","11-6"
"BC","Cliff Swallow",6,1,"11","11-6"
"BC","Common Grackle",6,0.51,"11","11-6"
"BC","Common Nighthawk",6,1,"11","11-6"
"BC","Common Raven",6,1,"11","11-6"
"BC","Common Yellowthroat",6,1,"11","11-6"
"BC","Connecticut Warbler",6,0.2,"11","11-6"
"BC","Cordilleran Flycatcher",6,0.29,"11","11-6"
"BC","Dark-eyed Junco",6,1,"11","11-6"
"BC","Downy Woodpecker",6,1,"11","11-6"
"BC","Dusky Grouse",6,1.32,"11","11-6"
"BC","Eastern Kingbird",6,1,"11","11-6"
"BC","Eastern Phoebe",6,1,"11","11-6"
"BC","European Starling",6,1,"11","11-6"
"BC","Evening Grosbeak",6,0.51,"11","11-6"
"BC","Fox Sparrow",6,1,"11","11-6"
"BC","Golden Eagle",6,1,"11","11-6"
"BC","Golden-crowned Kinglet",6,1,"11","11-6"
"BC","Golden-crowned Sparrow",6,0.55,"11","11-6"
"BC","Gray Jay",6,1,"11","11-6"
"BC","Gray-crowned Rosy-Finch",6,0.39,"11","11-6"
"BC","Great Gray Owl",6,1,"11","11-6"
"BC","Great Horned Owl",6,1,"11","11-6"
"BC","Hairy Woodpecker",6,1,"11","11-6"
"BC","Hammond's Flycatcher",6,1,"11","11-6"
"BC","Hermit Thrush",6,1,"11","11-6"
"BC","Horned Lark",6,3,"11","11-6"
"BC","House Sparrow",6,0.88,"11","11-6"
"BC","House Wren",6,0.57,"11","11-6"
"BC","Le Conte's Sparrow",6,0.39,"11","11-6"
"BC","Least Flycatcher",6,1,"11","11-6"
"BC","Lincoln's Sparrow",6,1,"11","11-6"
"BC","Long-eared Owl",6,1,"11","11-6"
"BC","MacGillivray's Warbler",6,1.5,"11","11-6"
"BC","Magnolia Warbler",6,1,"11","11-6"
"BC","Marsh Wren",6,0.76,"11","11-6"
"BC","Merlin",6,1,"11","11-6"
"BC","Mountain Bluebird",6,0.64,"11","11-6"
"BC","Mountain Chickadee",6,0.2,"11","11-6"
"BC","Swainson's Thrush",6,1,"11","11-6"
"BC","Swamp Sparrow",6,0.82,"11","11-6"
"BC","Tennessee Warbler",6,1,"11","11-6"
"BC","Townsend's Solitaire",6,1.5,"11","11-6"
"BC","Tree Swallow",6,1,"11","11-6"
"BC","Varied Thrush",6,3,"11","11-6"
"BC","Veery",6,0.2,"11","11-6"
"BC","Northern Shrike",6,2,"11","11-6"
"BC","Northern Waterthrush",6,1,"11","11-6"
"BC","Olive-sided Flycatcher",6,1,"11","11-6"
"BC","Orange-crowned Warbler",6,1,"11","11-6"
"BC","Osprey",6,1,"11","11-6"
"BC","Ovenbird",6,1,"11","11-6"
"BC","Pacific-slope Flycatcher",6,0.29,"11","11-6"
"BC","Palm Warbler",6,0.75,"11","11-6"
"BC","Philadelphia Vireo",6,0.7,"11","11-6"
"BC","Pileated Woodpecker",6,0.45,"11","11-6"
"BC","Pine Grosbeak",6,1,"11","11-6"
"BC","Pine Siskin",6,1,"11","11-6"
"BC","Purple Finch",6,1,"11","11-6"
"BC","Purple Martin",6,0.39,"11","11-6"
"BC","Red Crossbill",6,1,"11","11-6"
"BC","Red-breasted Nuthatch",6,1,"11","11-6"
"BC","Red-breasted Sapsucker",6,1,"11","11-6"
"BC","Red-eyed Vireo",6,0.94,"11","11-6"
"BC","Red-tailed Hawk",6,1,"11","11-6"
"BC","Red-winged Blackbird",6,1,"11","11-6"
